formula,target
Pb1 Pt1 Te1,2
Ga0.46 O4 P1 Zn0.54,6
Ce0.92 Ho0.08 O1.96,2
C1 F1 O3 Rb1 Sr1,5
Fe2 Mg0.3 Mn0.2 O4 Zn0.5,3
Al1.846 Pt0.154 Zr1,2
Bi1.5 Cd1.25 Cl3 O2,5
Cu1.78 S1,3
H2.6 Cr2 Zr1,5
Ba1.5 Ca0.5 Cu3 La1 O6.82,7
Ba1 Co1.6 Nd1 Ni0.4 O5.587,6
Co4.5 Ge0.5 Y1,3
Ir0.08 Nb0.92 Se2,2
K1 Nd1 Te2,3
Al0.8 Ni3 Sb0.2,2
Ge2 Ho2 O7,4
In2 Nd1 Pd3,6
H3 Al18.11 Fe3.11 Li0.14 Mg0.74 O48 Si7.58 Zn0.1,18
Al2.06 Li1.01 Mg0.62 Zn1.31,7
Al0.77 Cr1.19 Fe0.58 Mg0.43 O4 Ti0.03,3
Fe0.1482 O2 Ti0.8882,18
Al1 Ba2 In1 O5,8
H6 Mg1 O6 Si1,7
Ge2 Nd0.65 Ni1 Tb0.35,4
C1.2 Fe17 N1 Y2,6
Fe0.444 Li0.444 O0.999 Zn0.111,2
Fe1 Li2 S2,3
Mg1 Mn1 Te4,2
As2 Ca3 O8,18
La3 Sn5,5
Al6.4 Fe10.6 Tb2,5
Al0.7 Fe1.3 U1,3
Mo8 O10 Zn1,10
Cu2 In1 Sm1,3
Al0.274 Ca1 Fe0.02 Nb0.09 O5 Si1 Ta0.154 Ti0.462,9
Br3 F6 Sb1 Se1,11
Ag1 N1 O5 Te1,6
Li0.8 O2 Ti1,8
Co1 Ge2 Nd2,5
C1 Ti0.275 W0.45 Zr0.275,2
Mn0.15 Ti0.85,1
Pt3 Y5,3
B2 Mo1 O12 Pb6,9
H8 N2 O8 P2 V1,10
H20 Al0.04 Fe2.07 Mg0.06 Mn1.53 O23 P3 Zn1.3,20
Cl1 O3 Se1 Yb1,5
Fe0.32 Nb1 S2,4
Si2 Th3,3
Gd0.479 Mo1 Na0.469 O2.06 Yb0.052,3
Br6 Na3 Sm1,5
F1 I1 O3 Zn1,6
  H3.79 Al7.666 B3.188 Ca0.026 F0.21 Fe0.025 Li1.173 Mn0.131 Na0.631 O30.79 Si5.812 Ti0.005,14
C1 Hf2 Sn1,3
Fe2 Rb12 Se12,13
Cl1 Cr1 O4 Sr2,6
Gd2 O2 Sb1,3
Be1 Li2 O4 Si1,8
Al0.72 Ca2 Fe1.28 O5,6
Lu0.66 Sc0.33 Si1.749,2
O8 P1 Pb3 V1,6
Al1.41 Fe0.59 Mg1 O4,3
B50 V1.54,6
H10 Co5 O14 S2,16
In18 S34 Sn7,16
N2 O5 Zr4,9
Ag1 As1 K2,3
Cu2 Si2 Sm1,3
Gd1 In1 O3,7
B0.11 Si0.89 Ta3,4
K2 O6 P1 V1,10
Tc2 Th1,3
Cd1 Cr1.942 Ga0.058 Se4,3
Ba1 Gd2 O5 Zn1,7
K1 Li1 Mo2 O12 P2,10
Cd4.415 Rh3,3
Ce1.8 In8 Rh0.98,5
Ge0.1 O2 Ta0.3335 Ti0.4 Zn0.1665,2
Mg1.6 N4 Ta2.4,2
C4 H8 K3 O16 Ru2,19
Fe3 Li9 O29 P8,12
  H3.396 Al6.639 B3 Ca0.027 F0.204 Fe1.671 K0.025 Mg0.636 Mn0.033 Na0.54 O30.796 Si6,14
Hg1 Sn1 Yb1,3
Ga1 Li2 Pt1,4
Bi3 O11 Pt3,6
Dy1 In1 Pt2,3
Ni4 P2 Tm1,3
Al0.24 La3 Li6.26 O12 Zr2,5
C1 In1 Pt3,3
Fe11 Ga6 Ho2,5
H1 Al2.25 Ca2 O13 Si3 V0.75,19
B18 Na6 Se17,20
Cu3 Ge1 O10 P2,12
Ce6 Ni1.68 Si3,6
Al0.718 Ca2 Fe1.282 O4.948,6
Al1.8 Fe0.2 O4 Zn1,3
Ba1 Cu1 O6 Sr1 Tl2,6
Bi1 Pd1.67,3
Na5 O5 V1,9
Li1 Mn1.3 Ni0.5 O4 Ti0.2,3
Ag0.25 Cd0.5 In0.25 S1,2
H12 F6 Fe1 O6 Sn1,6
Co1.02 Fe1.64 O4 Sc0.34,3
Br1 Li6 P1 S5,7
Ga1 Gd3 Ni1 Se7,6
Ce1 Cu0.399 Pd2.601,2
Er2.34 Ge1.28 La0.68 S7,6
Mg1 O7 V2 Zn1,13
Cd1 Eu1 Ge1 Se4,6
Ce1 Mo8 O14,20
C4 H9 Co1 N3 O6,14
Pt3 Yb5,3
Gd1 In1 Pt4,3
Al0.333 B2 Nb0.667,2
Cu0.65 S2 V1,10
La3 Ni7 P5,11
La1 N1.88 O1.12 Ta1,5
Al35.5 Co32 Ti52.5,8
Ba0.333 La0.667 Mn1 O3,3
C6 H18 Cr1 O6 P3 S6,20
Cs1 O8 S2 Sb1,12
Bi1 Te1,1
Fe1 Mo1 Na0.03 O6 Sr1.97,5
H10 K8 O32 P8 Te1,20
Cu7 Se4 Tl1,4
Ag1 As1 Cs2 S4,8
C1 Al2 Mo3,3
  H3.322 Al7.317 B3 Ca0.695 F0.678 Fe0.057 Li1.569 Mg0.021 Mn0.033 Na0.24 O30.322 Pb0.007 Si6 Ti0.003,14
As3 Cs3 Fe2 O12,11
Cr0.1 La0.7 Mn0.9 O3 Sr0.3,3
Bi5 Cu3.42 Fe0.58 S10,11
Ba0.3 Ca1.7 La1 Nb1 O6,6
F4 N4 S4,3
Ce0.052 Er0.008 La0.46 Mo1 Na0.49 O3.7,3
Gd1 Si4 Y4,6
C3 H10 Hg1 I3 N1,18
Cu1.16 Er1 Mn1 P2,4
B6 Er2 Ni3,5
Co1 S1 Sb1,3
Ce2 F1.83 Mn1 N3,7
Gd1 K1 O8 W2,7
Cd10.13 K1 Na0.87,4
Pt2 Y1,2
H4 Cs1 Ga2 Mn1 O14 P3,14
Pt1 Sb1.72 Te0.28,2
B5 Ba2 Cl1 O9,18
Co1 Cs2 Cu3 F10,8
O1.9 Sc0.18 Yb0.018 Zr0.801,2
Bi1 Se6 Tl9,4
Cl1 F6 N2 Nb1 S1 Se2,13
Br6 K2 Re1,3
H6 La1 Ni5,4
Al8 Fe4 Sc1,4
Au2 Mn1,2
B2 Np0.5 Pu0.5,2
C3 B4 Ni4 Y3,7
C3 Fe17 Y2,6
Cs1 F6 Na1 Sn1,10
B1 Dy1.86 Fe14 Zr0.14,9
Al3 Nb0.715 Ta0.285,3
F1 Li1 O4 Si1 Sr2,8
H6 Ca1 O16 S2 Sb4,15
Ag2 B15 Cs1 O24,20
Lu2 Se4 Sr1,7
H4 Mg1 Rb2,6
Al2.36 Ge0.64 O4.82,7
Al23.1 Ca2 Mg0.26 O38 V0.64,11
O6.8 Ti1.6 Yb2.4,5
P4 S5,9
La1 Mg1 O6 Re1 Sr1,6
Rh4 Si1.029 Sm1 Sn0.971,7
Fe1 Sb2.05 Te0.95,2
O2 Pr2 Sb1,3
C7 H28 Cl7 Cr1 N14 O7 Zn2,20
Nb0.288 O2 Ti0.712,2
Ba1 La0.5 Mn2 O6 Y0.5,6
Ni7 O21 Sr9,12
Ba1 O2.978 Pr1,4
As1 Cr1.06 Fe0.94 O3 Sr2,7
La0.5 Li0.4 Na0.1 Nb2 O6,6
Na4.5 O4.5 S1.5 V1.5,4
As1 Co0.4 Cr1.6,4
Cu13 La5 Se14,12
Fe1 Pr1 Si1,3
C4 B1 N4 Tl1,4
Si1 Ta2,2
Bi0.35 Cu3 La0.15 Na0.5 O12 Ti4,4
Ba1 Fe2 O1 S2,4
F4 K1 Sm1,6
Fe3 Th7,4
Ca0.5 Cm0.5 Cu3 O8 Pb2 Sr2,8
Cu2 Mo3 O12 Yb1,11
Eu4 Lu1 S12 Sn3,20
H4 As4 N4 O6,7
C3 H24 Mg1 O23 Sr1 U1,20
C1 Hf1 N1 Ta1,2
Au3 Cl8 Rb3,8
La1 Lu0.57 O3 Sc0.43,4
Bi3.24 La2 O10.14 W0.76,5
Al3 Ge4 Pr2,5
Cu1.1 Ga1.8 In2.49 S7,13
Nb1 Pd2,2
Co1 I1 N2 O2,6
Cl5 Pr1 Rb2,6
K2 Mg3 O30 Si12 Zn2,8
Ba0.19 Mo1 O4 Sr0.81,3
Ga0.34 Ge5.66 Mn6 Sc1,5
Ag0.66 Ca1 Mg1.34,3
Ca0.5 Cu2 Er0.5 O6.75 Sr2 Tl1,7
Ni0.33 Sn3.67 Te4,2
Al6.16 Yb3 Zn4.84,6
Hg1 Nd1,2
Co1.4 Gd1 Ni0.6,2
C6 H26 Cd1 N12 O9 Re2 S6,20
Cs10 Ge2 O9,20
Ca10 Cl1.56 F0.35 O24 S3 Si3,9
Au3.8 Ba8 Ge40.8,6
Fe1.6 In0.4 Mn1 O4,3
B4 Ca2 Mg1.676 Mn0.324 O10,20
O6 Se2 Ti1,5
Br6.05 I1.95 P19.1 Sn24,6
Ba1 Ca0.75 Mg1 O8 Si2 Sr1.25,6
Co1 Na0.76 O2,4
Eu0.25 Fe1 Mo1 O6 Sr1.75,4
Co1 Er1 Ga1,3
F1 Na3 O10 P2 Ti2,6
H10 Ni1 Sn2 Zr6,8
Na22 Sn19 Zn20,20
C16 H48 Mo6 N4 O6 S14,20
Ba3 Mn1 N3,3
Na1 O8 P1 W2,10
I1 K4 P21,11
H12 I4 N4 Pt2,7
C1 B1 Th1,3
Al1.994 Ga2.992 Ni0.01 O12 Y3,4
Hg1 Ni3 S3,8
Cr0.23 Mn0.08 Ni0.69,1
Bi18 Mn5 Rh6,10
Pd1 Tl1 Y1,4
As1 Ca0.11 Fe1 O3 Sr1.89 V1,7
Cr0.08 Fe0.83 Si0.09,1
Ba1.33 Ca0.87 Cu2 Hg0.69 O7 Sr0.8 V0.31,8
Cu2.67 In4 Se8 Zn0.67,3
Cl3 K1 Ti1,7
Al7.47 Ho6 Ir4.53,5
Cd1 Cr2 S0.2 Se3.8,3
C4 Au2 N4 Zn1,6
Cd0.5 Fe2 Ni0.5 O4,3
C2 F6 Li1 N1 O4 S2,9
As1 Fe1.6 Mo0.4,4
Ba1 Cu1 Fe1 O5 Y1,6
Ca0.95 O7 Sc0.1 Th0.05 Ti2 Zr0.9,12
C1 Cr1.68 Ga1 Mn0.32,3
Co0.1545 Fe0.1545 Li0.26 Ni0.721 O2,3
Al3 Er5 Ge4 Ni3,9
Co6 Sc5 Sn18,10
Cr0.1 O3 V1.9,2
Ga3 Pt2,3
Al1.827 Cr0.03 Mg1.143 O4,3
Eu1.34 Fe0.66 O6.34 Ti2,4
Fe0.5 O3 Pr1 V0.5,4
Ca0.307 Fe0.76 Mg0.236 Na0.693 O6 Si2,6
Ga1 In1 O5 Zn2,6
Al3.42 Li4 Zn11.58,6
Ca7.8 La0.8 O24 P6,18
Ge1 Lu1 Pd1,10
H11 Na2 O8 P1,14
C8 H28 F10 Hf2 N2 O2,20
C2 Ca1 Mg0.98 O6,4
Fe10 Mo2 N1 Tm1,5
Dy1 Ge1 Pd2,3
K9 Na23 Tl15.3,13
Fe1 La3 O6 S3 W1,5
Ge1 Mn1 Tb1,3
C0.353 H9.68 Cr0.705 Mg2.295 O8.899,5
Cu1 S4 Ti1 V1,3
Hf1 Pd1 Si1,3
Cu2.5 Na1 O12 Ti4.5,4
Mo3 Na0.236 O12 Ti1.441,12
Se1.76 Te0.24 U1,3
Al0.2 Nb0.2 O2 Ti0.6,2
Au2 P2 Tl1,5
Ga4 V2 Zr1,3
Cr0.177 Ga4.836 Ge0.932 La3 O14 Sn0.056,7
Ru4 Sc11,6
Fe1.04 Mo0.96 O6 Sr1.9,5
Ni4 W1,2
Co6.5 Re4.35 Si2.15,5
O6 Pb1.2 Ta1.6 Ti0.4,3
Sb18 V14.92,7
Mg0.2 Mn0.8 Na0.467 O2,4
Fe0.8 Na0.49 O4 Ti1.2,7
Ir3 Yb5,3
La0.14 O4 Pb0.83 W1,3
Dy4.67 O13 Si3,7
Dy1 P1 S1,5
H6 O9 Rb1 Se1 V1,18
Br0.48 Cl1.52 Pb1,3
Co1 Fe1.6 In0.4 O4,3
H1 Ca1 Mn1 O5 Si1,9
Nd1 P1 S4,5
Cs3 Hg1 I5,9
Ho1 Zr1,1
I7 Se1 Ta3,5
Ba2 Ca5 Cu6 Hg1 O14.4,13
H7 B1 N2,10
Br2 Ca2 Cu1 O2,4
C2 Ca11 N10,9
Ca2.83 O4.83 Ru1,4
C7 H23 B11 Br6 Cl6 N2 O1,20
O5 Ta1 V1,6
In1.333 S4 Yb1.333,4
Gd10.272 Mn0.57 S16,2
C4 H6 Ba1 O7,18
B3 Li2 O8 P1,20
Co1 Ni1 Sm0.5 Y0.5,2
Cr1 Ge2 Na1 O6,6
Cr2 Na1 O7 Rb1,20
Fe1.8685 Li0.6515 Mn0.462 O4,5
As4 Br6 Cu2 Hg6,16
Al0.06 B3.94 Cr0.92 Fe2.18 Mg4.45 O16 Si0.06 Ti0.38,7
H2 Bi1 Cl1 Ni1 O7 Se2,14
Ba2 Co1 O6 Te1,10
Cr1.5 Mn0.5 Ni1 O4,3
Ce1 Cu5 In1,13
Gd3 In12 Pt4,13
Fe1.25 Ni0.75 O6.54 Sr2.7 Y0.3,6
Co16 Ge7 Hf6,5
Fe1 In1 Mn1,3
Al1 Ta2,5
Ge0.94 Mn1 Si0.06 Yb1,3
Li1.02 Ni0.88 O2 Ti0.1,3
Ni0.7 V1.3,5
Cu1 Ge1 Tm1,2
C18 O16 Re4 S6,20
C1 Al1 Sc3,3
Cu1 Sn1,2
Bi18 Ca21 Mn4,20
C12 Li0.4,5
C1 Al0.25 W0.75,2
Nb0.4 Pd0.4 Rh0.4 Sc0.4 Zr0.4,2
Ni1 Ta2,2
B4 U1 V1,6
Cu0.67 Se2 W1,3
Fe3 O8.83 Pr1 Sr2,3
In1 S8 Ti5,8
C0.4 Yb1,2
H4 Al0.47 Ca2 Fe0.4 Mg0.3 Mn1.83 O14 Si3,20
Bi0.8 Mn0.6 Nb0.6 O3.4875,4
C3 H15 I5 N6 Pb1 S3,20
B4 Hf1 Ta5,3
Al3 B1 Fe0.45 Mg0.55 O9 Si1,13
Bi8 K2 Se13,20
Cu5 In1 Th1,6
Co1.13 Fe1.87 O4,3
H6 Cl3 La1 O9,5
Cu0.21 S2 Ti1,3
Ba4 Ho1 O12 Ru3,7
Ag0.5 Ce1 Cu1.5 In1,3
Ca1 O3 Ru0.8 Ti0.2,4
Nb1 O6 Te1 Tl1,3
H1 Al1 B1 O9 P2 Rb1,15
C1 Rh3 Tb1,3
Ca1.79 F2 Ga1.29 Mg4.89 Na0.46 O22 Si7.03,14
Fe1 Mg1 O4 Sc1,3
Ge5 La10 Si1,3
H16 Cs2 Cu2 O26 P6,20
C6 Co1 K3 N6,20
F2 Li1 Rb1,5
Ba1 O6 Te2,6
Cs1 Nb1 O8 P2,12
Cu1 Pb13 S24 Sb7,12
C8 H44 N2 Nb10 O36 Sr2,20
Nd5 S8 Sr1,2
Ba2 F2 O9 Si2 Ti2,17
Au7 Rb4 Sn2,5
Cu2 Ni1 O6 Te1,3
C12 H36 Cl2 N6 O6 Ru2 S6,20
B1 Er1 O3,4
F15 Fe1 Na1 Np3,9
Cl1 Li0.21 N1 Zr1,4
Al0.09 Ca0.8 Cr0.08 Fe0.07 Mg0.96 O6 Si2,6
B1.26 Ir1,5
Co1 Fe1,1
H18 As6 Cu5 Na1 O34 Sb0.96 Ti1.04,20
Br5.5 Cu9.5 O16 Pb2 Se4,20
Br13 Mo6 Na1,20
Lu1 O4 S5 U4,7
Co1 K4 Mo4 O15,11
Li6.5 O8 P1.5 Si0.5,10
Sn10 Tm11,9
Ga1 Ni1 Pr1,3
Mn0.07 O2 Sn0.93,2
Cs2 Se6 Te2,5
As1 Pt1 Sm1,4
Ba2 Cu3 Nd1 O6.88,9
Fe1.25 Ni0.75 O5.682 Pr0.2 Sr2.8,6
C1 Tl1 Zr2,3
Ni1 Sb0.93 V0.07,2
Ga1.1 In0.9 S3,5
F1 Ga1 O4 Sr3,5
Cl1 Cs6 Fe24 Se26,10
H36 Cl5 Cr2 N9 O5,20
Ba1 Co0.2 Fe0.8 O1.8,3
Au6 In5 Na2,6
Co1 Mg1 Ni3 Tb1,3
F1 O4 Sb3,8
Ba1 O10 Si3 Sm0.44 Y1.56,10
H2 Am1,2
H12 O11 S1 V1,20
Gd3 In4 Ru2,5
C1 H4 Na4 O9 P2,11
H2 Ca1 K2 Mg5 O24 Si8,15
As0.85 Mg2 Ni3.15,2
Ni1 O4 Rh2,3
Cs2 Se1,3
C1 Cu0.52 Nb2 S2,4
Bi3.9 In2.1 Pb4 Se13,20
Cr0.2 La1 Ni0.8 O3.81 Sr1,4
Ca2 Lu1 O6 Ru1,6
Pd0.9 Sn0.1,1
Cu0.25 Ga0.05 Ni0.7 O4.059 Pr1.3 Sr0.7,5
Cr1 Li1 O4 Zn2,2
B0.22 Pd0.78,1
Al0.615 Ca0.831 Fe3.554 O7,20
Mn2 Na3 O11 P3,19
Cl1 Ge4 Na1 O16 Sr2 V3,10
Cu8 La6.4 O20 Sr1.6,9
Cr2 Mg1 O4,3
Gd9 Li1 O26 Si6,7
Nb2 O15 P4,20
Ca1 Fe0.2 O2.9 Ti0.8,4
Ca1 Cu2 La1.85 O6 Sr0.15,5
H15 Ca2 N1 O18 P4,20
Al7.82 Co4 Ga0.18 Si1.75 Th1.29,5
Co0.73 Ni1.27 U1,2
Co0.75 La0.7 Mn0.25 O3 Sr0.3,3
Ce2 Pb1 S8 Si2,4
Al1 Ba1 N7 O2 Si5,7
H9 Co1 N6 O6,20
H6.76 K3.31 Mo5 N0.69 O23 Se2,20
Ca1 Ge1 O5 Zr1,9
Ag8 S6 Sn1,15
Mg1 S1,2
Bi5 Ce2 Rh3,10
Cd1 O3 V1,4
B1 Cr3 Cs2 O27 P8,20
C4 H8 N2 Ni1 O6,9
Co2 O8 Pb1 V2,7
Ir1 N6 Na3 O12,6
Al1.868 Cr0.133 Mg0.99 O4 Zn0.008,3
Ba1 N2 O6 Si4,5
Ba3 Ni1 O9 Sb1 Ta1,6
Fe0.8 Mn0.2 O2 Sr1,3
Er4 La1 Se7,7
Fe1 Mg1 Na4 O12 P3,6
Cs2 Mo3 O10,8
H12 La1 N1 O12 S2,20
Al4.05 Ba1 Fe7.95 O19,11
Ag2.86 Bi3.14 Br3.72 Se4.28,8
Ce1 Rh2 Sb1.76,3
Cu3 Li1 O3,5
Ge1 P3 Rb5,9
Co7 Gd2,7
Bi1 Nb0.79 O4 Ta0.21,4
Ba1 F2 Fe2 O7 P2,7
Ca1 Cd1 Pd1,3
Ga9.35 Ho26 Ru7.65,13
Ga3.18 In0.82 O12 Sn2.7 Ti0.3,10
Gd1 Rh4 Si1 Sn1,7
Li0.45 Mg0.03 Mn0.34 Ni0.14 O1,4
Hf0.5 Mo2 Ti0.5,2
Na6 Se7 Si2,9
Cd0.18 Mg0.82,1
Be3 F13 Na3 Pb2,7
Ba1 Co1 Cu1 O5 Y1,5
B1 Ti0.7 W0.3,2
K0.18 P1 S6 Ta1,6
Ba1 Fe1 Mn2 O12 P3,11
Ba1 Cu0.2 Fe0.8 O2.5,3
As4 Rb5 Ta1 Tl2,9
C2 H5 N1 O4,12
As1 Cr0.3 Mn0.7,2
F5 Lu3 O2,6
Co0.07 Fe3.97 Ni4.84 S8,4
Br7 Fe1 Te1,18
Br1 Mo2 O15 P3 Pb2,20
H1 F1 Mg1 O1,4
O1 Sn0.0625 Zn0.9375,2
Cd1 K1 Sb1,3
Ni1 Sb1 Y1,3
Cr3.05 Nb1.95 Si3,3
Ca0.98 Fe1.39 Mg0.05 Mn0.58 O8 P2,13
Ba6.88 Br0.61 Cl1.39 F12 Na0.17,7
Cu1 O6 Pr2 Ru1,6
Mg13 Na7 Nd1 O48 P12,20
Fe0.49 Nb1 S2,3
Th0.25 Zr0.75,1
Br3 Mn7.5 O10,9
Bi8 I2 Ni8 S1,10
Ga1 Mg2,4
Co0.5 Mn3.5 Sb2,3
Fe2.91 O4 Si0.09,3
Ag3 As1 S4,6
H1 Al0.07 Fe0.93 O2,4
Be17 Hf2,20
Bi3.81 Br2 Cs0.6 Nb0.4 Nd1.19 O11 Ti1.6,10
Bi2 Ca1 Mn2,3
Al0.14 Au0.86,1
Cu3 O4 Ti1,3
C4 H14 Cu1 N4 O8,16
C1 Cl15 N3 P3 Sb1,20
Ba0.8 Co0.2 Fe0.8 La0.2 O2.25,3
Pb0.84 S1.86 Se0.14 Sn1.16,2
Al1.06 Mg0.94 Nd1,2
La4 Rh3,2
Ca2 In1 Pt2,3
Au12.5 Ca3.25 Ge5.5,9
Be1 Cs2 F4,7
Fe0.3 O3 Sn0.7 Sr1,4
Al3 Er1 Ni2,5
Cu1 Nd0.8 O3.6 Sr1.2,4
Bi1 O4 Pd2,9
H3 Cu1 O7 V2,14
F1 S1 Y1,3
Ca2.4 Ga1 La0.1 Mn2 O8 Sr0.5,9
Fe14 Ga3 Y2,5
H16 B13 Cs3,18
Ba8 Dy3.2 Fe2.12 O24 U2.68,4
Cr2 K2 O12 U2,9
Ge0.21 Sb1.79 Zr1,3
Bi0.005 Cd1 Cl3 Tl0.78,6
Al0.15 La2.95 Li5.73 O12 Zr2,5
Cd1 Er2 Se4,3
Ce4 Cl3 N1 S3,5
H2 Ba1 Cl2 O7,7
O4 P1 Yb1,3
Bi2 La0.5 O5.25 U0.5,5
Pd1 Sn2 Yb1,3
Pd29.86 Yb13 Zn23.14,9
Eu0.01 O1 Zn0.99,2
Ag3.892 Bi0.108,1
Co0.3 Fe2 Mg0.5 O4 Zn0.2,3
B4 Ca3 Gd2 O12,13
Ce0.2 Mn1 O3 Sr0.8,4
Eu1 Rh2 Si2,3
C1 Lu5 Si3,4
F3 Yb1,3
Ge1 K2 O6 Te1,3
Bi20 Cu2 Pb16 S28.58 Se18.42,20
Bi1.666 Mg0.7 Nb1.52 O7,4
Ge3 La1 Ru1,4
Ba4 Cl1 Fe0.64 Nb1.44 O28 Si4 Ti5.92,12
Cu1 Ni2 Sb1,3
C6 H16 Eu1 N1 O12,20
Gd5 Ge10 Rh4,7
Hg0.625 Mn0.375 S1,2
C2 Al1 Cr0.67 Ti0.33,4
Ga2 Mo6 S8,5
F3 Na1.93 O8 P2 V2,10
Al0.596 Fe0.404 O3 Tb1,4
Al0.141 Fe1.785 Mg0.044 Mn0.351 O4 Ti0.024 Zn0.656,3
Cu2 O22 P8,20
H32 Co2 N16 O15,20
Ge44 K8,6
B4 Rh4 Tb1,3
Cs23 O14.15 Sn8,20
Ag0.75 Cu3 Y1.25,2
Mn0.7 Re0.3,4
Co5.2 Mo6.5 Si1.3,5
La1 Ni9 Si4,5
Ba1 Cr2 O4,7
Cr0.15 La0.75 Mn0.85 O3 Sr0.25,3
C4 H16 Cl2 N8 Pd1 S4,20
Gd5 Ge0.41 Si3.59,6
K1 Na1 Se1,3
B2.84 Er8 Si17.16,7
Ca0.009 Fe0.14 Mn0.783 Nb1.774 O6 Ta0.179 Ti0.033,5
B2 Ba2 O6 Zn1,20
O4 Pb0.2 Sr0.8 W1,3
H12.44 N1.61 Na0.39 O10 S1 Te1,20
O15 P3 Ru1 W2,20
Al0.09 Cr1.36 Fe0.01 Mg0.987 Mn0.003 O4 V0.552 Zn0.005,3
Mg0.5 Ni2.5 O6 Te1,6
F0.5 Li1.39 Na0.11 O5 P1 V1,13
Al3 Pd1.5 Pt0.5 U1,3
La0.2 O4 P1 Pr0.8,6
H8 N2 O8 P0.96 V2.04,14
Ce0.9 Gd0.1,1
K4 Mn1 Mo3 O12,20
Ga1 Na1 S4 Sn1,5
Ba1 Ca1.125 Mg1 O8 Si2 Sr0.875,6
In4 Sr1,5
Ca0.4 O3 Sr0.6 Ti1,4
Al0.032 Ca0.3 In0.008 La0.7 Mn0.96 O3,4
La0.99 Mn0.1 O3 V0.89,4
Ca1 P1 Pt1,6
Al1.98 Fe0.1 Mg0.01 O4 Zn0.91,3
Si2 Sr1,2
Cd0.03 O3 Pb0.97 Ti1,4
Cu1 O4 Sb2,4
Ca1 Mg3 N4 Si1,9
Li1 Mg0.5 O4 Ti1.5,3
Co1 Dy1 Ni1,2
Ba3 Nb4.8 O25.4 Si4 Ti1.2,8
Al3 N20 Nd7 O1 Si8,18
Co2.33 O4 Sb0.67,3
Cl1 Cs6 Dy21 Se34,20
As4 Ba1 O19 V4,20
Cu8.96 Si4.04 Sr1,3
Cr2 Cu1 Na1 O12 P3,15
Fe10.6 Ga1.4 O19 Pb1,11
C0.1 Al0.44 Ca0.99 Eu0.01 N2.9 Si1.45,4
K1 S4 Si1 Y1,7
Ge4 I4 S6,6
P4 Se4,8
Cs1 O6 W2,3
Al2.76 Bi2 Cr1.24 O9,7
Ce1 Dy4 S7,7
H1.05 F1 Fe1 O1.175,9
Cu1 I1 P4 Se4,7
Co0.025 Cu0.975 La1.8 O4 Sr0.2,4
Cu4 O9 P2,12
C1 Fe1.5 Ta3 V1.5,4
Cu3 S1 Se2 Ta1 Te1,3
B4 O7 Sr1,7
Ag0.34 Bi0.34 Pb0.32 Te1,2
Bi0.87 Fe1 La0.13 O3,3
  H1.876 Al0.015 Ca1.782 F0.044 Fe2.757 K0.002 Mg2.385 Mn0.026 Na0.06 O23.956 Si7.989,15
Br1 Cr2 Cu1.5 Se3,4
Co0.65 Mn0.35 Na0.57 O2,4
Cr1 F6 Mg1 Rb1,3
Gd3 N1 O1 Te2,7
Bi24.96 O38.48 Pb1.04,6
Ga1 Li3 Na2 O4,8
Mg2 Sm1,2
Cs1 K1 Li12 Na2 O16 Si4,9
Ba1 Cu8 Mg2 O26 V6,18
H6 Na10 O114 P30 Sn31,20
Ba1.06 Ca0.6 Cu2 Hg0.7 O7.5 Sr1.34 Tl1.3,7
In0.07 Li0.999 Mg0.895 O4 P1,6
O4 Si1 Th0.89 U0.11,3
Au1 Ga1 Li2,4
Nb1 O3 Th0.25,5
Al1.54 Au2.46 Na2,3
Ag1 Bi1 Cr2 O8,6
C6 H20 Fe1 N6 Na4 O10,20
Al3 Er0.8 Gd0.2,2
Nd4 O11 Re2,10
Ag2 Ge1 O4 Zn1,8
B1 Ta0.76 W1.24,2
C1 B2 Pt2 Th1,4
Al1.12 Ba1 Ca1 Fe0.75 O7 Zn2.155,7
Ba0.76 Bi0.62 K0.24 O3 Yb0.38,3
Co1.86 Fe0.14 Ho1,2
H14 Hg2 O14 Te2,17
Ca1 Gd2 O16 W4,4
Cr0.07 Fe1.93 O5 Sr2,6
Ba0.16 Cr0.84 La0.84 O3 Ti0.16,3
As2 Cs2 O9 U1,12
Bi0.933 Fe1.013 O3.013 Sm0.052,4
Mg1 N5 O2 P3 Sr1,12
Al25.26 Au7.71 Mn1 Sr3,7
Li1 Nb0.08 O3 Ta0.92,3
C4 Cl18 Gd10,16
As1.75 Cd2.875 Se0.25,6
Mn2 O8 Sr1 V2,7
Gd3 Ge13 Pt4,20
Li1.96 O8 Ti3 Zn1.04,5
C2 N4 O8 Rb2 S2 U1,10
Ge1 S4 Zn2,2
Mo1.95 Os1.05,5
H22 Fe1 O21 S2 U1,20
Al7 Au3 Ho1,4
Cd0.47 Cr2 Cu0.53 O4,3
Mo32 Nd5 O54,20
Nb0.666 Ni0.333 O3 Sr1,3
Li1.995 Ni1 O2.9,6
Ag4.5 Al0.5 Eu1,3
O5.52 Rb1.105 W1.66,4
Pu3 Si2,3
Fe1 Li1 O11 Sr1 Ti4,20
Fe0.1 Mn0.9 O3 Yb1,7
Pu1 Se1,2
Ca0.37 La0.63 Mn0.92 Ni0.08 O3,4
O6 Rb1 Se2 Y1,8
Li0.24 Mn0.56 Na0.602 O1.923 Ti0.2,4
Cu0.5 Mg2 Ni0.5,4
